"";"x"
"3315";"LAAbkErgAbkCHEG"
"3316";"LAArchV"
"3317";"LadSchlG"
"3318";"LärmschutzV"
"3319";"LärmVibrationsArbSchV"
"3320";"LAG"
"3321";"LandBauMechMstrV"
"3322";"LandBauMTAusbV 2008"
"3323";"LAnzV"
"3324";"LAP-gbautDV"
"3325";"LAP-gehDAAV 2004"
"3326";"LAP-gehDEUKV"
"3327";"LAP-hADV 2004"
"3328";"LAP-hDBiblV"
"3329";"LAP-hDEUKV"
"3330";"LAP-htVerwDV"
"3331";"LAP-mDAAV 2004"
"3332";"LAP-mftDBwV"
"3333";"LAP-mtDBWVV"
"3334";"LArbWoV"
"3335";"LastG"
"3336";"LasthandhabV"
"3337";"LBAV"
"3338";"LBG"
"3339";"LbPrZGleichstV"
"3340";"LeasFachwirtPrV"
"3341";"LebensMAusbV"
"3342";"LEBPAbkG POL"
"3343";"LederGerbAusbV"
"3344";"LederVAusbV"
"3345";"LegRegG"
"3346";"LegRegV"
"3347";"LehrErzVDBest 1"
"3348";"LeichtflBAusbV"
"3349";"LEinfG"
"3350";"LeistBeschV"
"3351";"LetztwillVfgÜbk Haag"
"3352";"LeuchtrAusbV"
"3353";"LeukoseV 1976"
"3354";"LFBAG"
"3355";"LFGB"
"3356";"LFGG BW"
"3357";"LFÜG"
"3358";"LFZ/KVRÄndG"
"3359";"LFzPfSchG"
"3360";"LHauswAusbStV"
"3361";"LiBiUrhFrVerlG"
"3362";"LiqV"
"3363";"LJG-NRW"
"3364";"LKonV"
"3365";"LkSG"
"3366";"LKV"
"3367";"Lkw-MautV"
"3368";"LKWÜberlStVAusnV"
"3369";"LMBestrV"
"3370";"LMBVV"
"3371";"LMeerSchÜbk"
"3372";"LMeerSchÜbkG"
"3373";"LMEV"
"3374";"LMG1974§25AnwG"
"3375";"LmhFortbPrüfV"
"3376";"LMHV"
"3377";"LMIDV"
"3378";"LMRStV 2006"
"3379";"LMTAusbV 2000"
"3380";"LMvitV"
"3381";"LMZDV"
"3382";"LNGG"
"3383";"LNGV"
"3384";"LobbyRG"
"3385";"LogAPrO"
"3386";"LogMstrV"
"3387";"LogopG"
"3388";"LohnUGAÜV 5"
"3389";"LorbBlErl 2013"
"3390";"LottStVereinfV"
"3391";"LPachtVG"
"3392";"LPartG"
"3393";"LSpG"
"3394";"LSpV"
"3395";"LStDV"
"3396";"LStrkrAbk Genf"
"3397";"LSV"
"3398";"LSVAAbk Büs"
"3399";"LSVAAbkBüsG"
"3400";"LTAusbV"
"3401";"LTV"
"3402";"LuftBekÜbk"
"3403";"LuftBO"
"3404";"LuftEBV"
"3405";"LuftFzgAbk"
"3406";"LuftFzgAbkG"
"3407";"LuftFzgG"
"3408";"LuftFzgÜbk"
"3409";"LuftFzgÜbkDV"
"3410";"LuftGerPV"
"3411";"LuftkostV"
"3412";"LuftNaSiG"
"3413";"LuftPersV"
"3414";"LuftPersVDV 3 2017"
"3415";"LuftRAAbkDG"
"3416";"LuftRAbkÄndProt"
"3417";"LuftRAbkZAbk"
"3418";"LuftRÄndV"
"3419";"LuftRÄndV 2001"
"3420";"LuftRegV"
"3421";"LuftSchlichtV"
"3422";"LuftSiAV"
"3423";"LuftSiG"
"3424";"LuftSiGebV"
"3425";"LuftSiSchulV"
"3426";"LuftSiZÜV"
"3427";"LuftSpZustV"
"3428";"LuftStrAbk"
"3429";"LuftVerkSiV"
"3430";"LuftVerkUSAAbkG"
"3431";"LuftVG"
"3432";"LuftVGÄndG"
"3433";"LuftVGÄndG 10"
"3434";"LuftVGÄndG 11"
"3435";"LuftVGBV"
"3436";"LuftVGewRAbk"
"3437";"LuftVGFSOrgEÜV"
"3438";"LuftvKflAusbV"
"3439";"LuftVO"
"3440";"LuftVODV 106"
"3441";"LuftVODV 111 2021"
"3442";"LuftVODV 113"
"3443";"LuftVODV 119"
"3444";"LuftVODV 128"
"3445";"LuftVODV 129"
"3446";"LuftVODV 130"
"3447";"LuftVODV 131"
"3448";"LuftVODV 133"
"3449";"LuftVODV 134"
"3450";"LuftVODV 135"
"3451";"LuftVODV 136"
"3452";"LuftVODV 139"
"3453";"LuftVODV 140"
"3454";"LuftVODV 141"
"3455";"LuftVODV 143"
"3456";"LuftVODV 144"
"3457";"LuftVODV 145"
"3458";"LuftVODV 146"
"3459";"LuftVODV 148"
"3460";"LuftVODV 154"
"3461";"LuftVODV 155"
"3462";"LuftVODV 156"
"3463";"LuftVODV 157"
"3464";"LuftVODV 158"
"3465";"LuftVODV 159"
"3466";"LuftVODV 160"
"3467";"LuftVODV 161"
"3468";"LuftVODV 162"
"3469";"LuftVODV 163"
"3470";"LuftVODV 164"
"3471";"LuftVODV 165"
"3472";"LuftVODV 166"
"3473";"LuftVODV 173"
"3474";"LuftVODV 174 2022"
"3475";"LuftVODV 176"
"3476";"LuftVODV 178"
"3477";"LuftVODV 179"
"3478";"LuftVODV 180"
"3479";"LuftVODV 181"
"3480";"LuftVODV 182"
"3481";"LuftVODV 183"
"3482";"LuftVODV 184"
"3483";"LuftVODV 186"
"3484";"LuftVODV 187"
"3485";"LuftVODV 189"
"3486";"LuftVODV 190"
"3487";"LuftVODV 191"
"3488";"LuftVODV 192"
"3489";"LuftVODV 193"
"3490";"LuftVODV 194"
"3491";"LuftVODV 195"
"3492";"LuftVODV 196"
"3493";"LuftVODV 197"
"3494";"LuftVODV 198"
"3495";"LuftVODV 201"
"3496";"LuftVODV 202"
"3497";"LuftVODV 203"
"3498";"LuftVODV 205"
"3499";"LuftVODV 206"
"3500";"LuftVODV 211"
"3501";"LuftVODV 212"
"3502";"LuftVODV 214"
"3503";"LuftVODV 215"
"3504";"LuftVODV 217"
"3505";"LuftVODV 218"
"3506";"LuftVODV 220"
"3507";"LuftVODV 222"
"3508";"LuftVODV 223"
"3509";"LuftVODV 224"
"3510";"LuftVODV 225"
"3511";"LuftVODV 226"
"3512";"LuftVODV 227"
"3513";"LuftVODV 228"
"3514";"LuftVODV 230"
"3515";"LuftVODV 231 2021"
"3516";"LuftVODV 232"
"3517";"LuftVODV 233"
"3518";"LuftVODV 234"
"3519";"LuftVODV 235"
"3520";"LuftVODV 236"
"3521";"LuftVODV 237"
"3522";"LuftVODV 238"
"3523";"LuftVODV 239"
"3524";"LuftVODV 240"
"3525";"LuftVODV 242 2020"
"3526";"LuftVODV 243"
"3527";"LuftVODV 246"
"3528";"LuftVODV 247 2020"
"3529";"LuftVODV 248"
"3530";"LuftVODV 249"
"3531";"LuftVODV 250"
"3532";"LuftVODV 251"
"3533";"LuftVODV 252 2020"
"3534";"LuftVODV 253"
"3535";"LuftVODV 255"
"3536";"LuftVODV 257"
"3537";"LuftVODV 258"
"3538";"LuftVODV 259"
"3539";"LuftVODV 96"
"3540";"LuftVODV 98"
"3541";"LuftVStAbsenkV 2012"
"3542";"LuftVStAbsenkV 2017"
"3543";"LuftVStAbsenkV 2018"
"3544";"LuftVStAbsenkV 2019"
"3545";"LuftVStAbsenkV 2020"
"3546";"LuftVStAbsenkV 2021"
"3547";"LuftVStAbsenkV 2022"
"3548";"LuftVStAbsenkV 2023"
"3549";"LuftVStDV"
"3550";"LuftVStFestV 2014"
"3551";"LuftVStFestV 2015"
"3552";"LuftVStFestV 2016"
"3553";"LuftVStG"
"3554";"LuftVStG§19Abs3u5Bek 2020"
"3555";"LuftVZO"
"3556";"LVANDZustÄndG"
"3557";"LwAltschG"
"3558";"LwAltschV"
"3559";"LwAnpG"
"3560";"LwAusbStEignV"
"3561";"LwAusbV 1995"
"3562";"LwAusglAbgV 1971"
"3563";"LwErzgSchulproG"
"3564";"LwErzgSchulproTeilnV"
"3565";"LwG"
"3566";"LwGenV"
"3567";"LwHwPrüfAnerkV"
"3568";"LWLogAusbV"
"3569";"LwMstrPrV"
"3570";"LwRentBkG"
"3571";"LwVfG"
"3572";"MAbkMadridGemAO 1996"
"3573";"MAbkMadridProt"
"3574";"MAbkMadridProtÄnd"
"3575";"MaBV"
"3576";"MADG"
"3577";"MahnVordrV"
"3578";"MainDonWasStrG 2"
"3579";"MaisPflSchMV"
"3580";"MAKV"
"3581";"MalerLackAusbV"
"3582";"ManövAbk CANIGBR"
"3583";"ManövAbkCANIGBRÜbk"
"3584";"MargMFV"
"3585";"MariMedV"
"3586";"MarkenG"
"3587";"MarkenG§34Abs2Bek97"
"3588";"MarkenG§8Bek 00-03-27"
"3589";"MarkenG§8Bek 02"
"3590";"MarkenG§8Bek 2000-04"
"3591";"MarkenG§8Bek 2009"
"3592";"MarkenG§8Bek 95"
"3593";"MarkenG§8Bek 96"
"3594";"MarkenG§8Bek 96-08"
"3595";"MarkenG§8Bek 97-09"
"3596";"MarkenG§8Bek 98-03"
"3597";"MarkenG§8Bek 98-05"
"3598";"MarkenG§8Bek 98-07"
"3599";"MarkenG§8Bek 98-09"
"3600";"MarkenG§8Bek 98-11"
"3601";"MarkenG§8Bek 99"
"3602";"MarkenG§8Bek 99-05"
"3603";"MarkenG§8Bek 99-07"
"3604";"MarkenG§8Bek 99-07-20"
"3605";"MarkenG§8Bek97"
"3606";"MarkenV"
"3607";"MarketFachwPrV"
"3608";"MarketGestAusbV"
"3609";"MarketKfmAusbV"
"3610";"MarkschBergV"
"3611";"MarktAngV"
"3612";"MarktFoFAngAusbV"
"3613";"MarktONOG"
"3614";"MarktOWMeldV"
"3615";"MarshallplAbkG"
"3616";"MaSanV"
"3617";"MaschFüAusbV"
"3618";"MaschMahnVordrV"
"3619";"MasernISchImpfAnsprV"
"3620";"MaskAusbV"
"3621";"MaßschuhmAusbV"
"3622";"MaßstG"
"3623";"MaStRV"
"3624";"MauerG"
"3625";"MauerV"
"3626";"MaurerBetonbMstrV"
"3627";"MautRegV"
"3628";"MautSysG"
"3629";"MautVvfV"
"3630";"MB-APrV"
"3631";"MBankDVDV"
"3632";"MbauMstrV"
"3633";"MbBO"
"3634";"MBergBGebV"
"3635";"MBergG"
"3636";"MBPlG"
"3637";"MBPolVDVDV"
"3638";"MBVerfV"
"3639";"MDBNDVerfSchVDV"
"3640";"MDV"
"3641";"MeAnlG"
"3642";"MechatronikerAusbV"
"3643";"MedaillenV"
"3644";"MedBVSV"
"3645";"MedFAngAusbV"
"3646";"MediationsG"
"3647";"MedienBTMstrPrV"
"3648";"MedienKfmAusbV"
"3649";"MedInfoFAngAusbV"
"3650";"MeerAbfSchAbk"
"3651";"MeerEinbrSchAbk"
"3652";"MeistPrFRGlV"
"3653";"MeistPrÖGlV"
"3654";"MeistVoEigAnerkV"
"3655";"MeMBV"
"3656";"MessEG"
"3657";"MessEGebV"
"3658";"MessEV"
"3659";"Met/GlockAusbV"
"3660";"MetallbAusbV 2008"
"3661";"MetallbAusbVO"
"3662";"MetallbildMstrV"
"3663";"MetallbInstrmMAusbV"
"3664";"MetallbMstrV"
"3665";"MetblMstrV"
"3666";"MetTechAusbV"
"3667";"MFBAProMediaFPrV"
"3668";"MFKRegV"
"3669";"MForschG"
"3670";"MfSÜPrRLBek 2022"
"3671";"MgFSG"
"3672";"MgVG"
"3673";"MgvG"
"3674";"MietNEinV"
"3675";"MietPfG"
"3676";"MietRVerbG"
"3677";"MighEV"
"3678";"MikrotAusbV"
"3679";"MilchErzV"
"3680";"MilchFettG"
"3681";"MilchKennzV"
"3682";"MilchLAusbStEignV"
"3683";"MilchLAusbV"
"3684";"MilchLMeistPrV"
"3685";"MilchMargG"
"3686";"MilchQBALMZustV"
"3687";"MilchQuotV"
"3688";"MilchSonMaßG"
"3689";"MilchSoPrG"
"3690";"MilchtAusbStEignV"
"3691";"MilchTAusbV"
"3692";"MiLoAufzV"
"3693";"MiLoDokV"
"3694";"MiLoG"
"3695";"MiLoGMeldStellV"
"3696";"MiLoMeldV"
"3697";"MilSeelsG"
"3698";"MilzbRbV"
"3699";"Min/TafelWV"
"3700";"MindlohnÜbkG"
"3701";"MindNamÄndG"
"3702";"MindSchRÜbk"
"3703";"MindVersSHBek 2013"
"3704";"MindVersSHBek 2018"
"3705";"MindZV"
"3706";"MinNettoV 2004"
"3707";"MinÖlAV"
"3708";"MinÖlBewV"
"3709";"MinÖlDatG"
"3710";"MinRohSorgG"
"3711";"MinRSozSBes"
"3712";"MinUhV"
"3713";"MISSAufstV"
"3714";"MitbestBeiG"
"3715";"MitbestG"
"3716";"MittelweserG"
"3717";"MitÜbermitV"
"3718";"MKSeuchV 2005"
"3719";"MKUServAusbV"
"3720";"ML/ElbeSKanalSchlBetrZV"
"3721";"MLAnpV"
"3722";"MMilchPulvAbsV"
"3723";"MMilchPulvV"
"3724";"MNrVAL"
"3725";"MntDAIVVDV"
"3726";"MntDBwVVDV"
"3727";"MntZollDVDV"
"3728";"ModellBTechAusbV"
"3729";"ModGAufhG"
"3730";"ModistAusbV"
"3731";"ModMstrV"
"3732";"MOG"
"3733";"MolkMeistPrV"
"3734";"MontanMitbestG"
"3735";"MontanMitbestGErgG"
"3736";"MontanMitbestGErgGWO 2005"
"3737";"MontrÜbk"
"3738";"MontÜG"
"3739";"MORVAufhV"
"3740";"MORVorschrÄndG"
"3741";"MoselSchAbgT 2002"
"3742";"MoselSchAbgT2002ABest"
"3743";"MoselSchPEV"
"3744";"MoselSchPV"
"3745";"MoselVtr FRA/LUX"
"3746";"MoselVtrFRA/LUXG"
"3747";"MPAHSBundV"
"3748";"MPAMIV"
"3749";"MPAV"
"3750";"MPBetreibV"
"3751";"MPDG"
"3752";"MPG"
"3753";"MPhG"
"3754";"MPorzMAusbV"
"3755";"MPVerfV"
"3756";"MRegV"
"3757";"MSA"
"3758";"MSAG"
"3759";"MsbG"
"3760";"MsbLärmSchV"
"3761";"MSchnAusbV 2004"
"3762";"MSPTBeihilfeAnO"
"3763";"MStaatÜbk"
"3764";"MStDVDV"
"3765";"MsV"
"3766";"MTAPrV"
"3767";"MTBG"
"3768";"MtDFmEloAufklVDV"
"3769";"MTSKraftV"
"3770";"MüG"
"3771";"MühGetreiWiTechAusbV"
"3772";"MüMstrV"
"3773";"Münz100/200EuroBek"
"3774";"Münz100EuroBek"
"3775";"Münz100EuroBek 2004"
"3776";"Münz100EuroBek 2005"
"3777";"Münz100EuroBek 2006"
"3778";"Münz100EuroBek 2007"
"3779";"Münz100EuroBek 2008"
"3780";"Münz100EuroBek 2009-07-31"
"3781";"Münz100EuroBek 2010"
"3782";"Münz100EuroBek 2011"
"3783";"Münz100EuroBek 2012"
"3784";"Münz100EuroBek 2014-02-28"
"3785";"Münz100EuroBek 2015-06-23"
"3786";"Münz100EuroBek 2016-04-04"
"3787";"Münz100EuroBek 2016-12-01"
"3788";"Münz100EuroBek 2017-10-23"
"3789";"Münz100EuroBek 2019-08-07"
"3790";"Münz100EuroBek 2019-10-08"
"3791";"Münz100EuroBek 2021-02-08"
"3792";"Münz100EuroBek 2021-09-15"
"3793";"Münz100EuroBek 2022-09-12"
"3794";"Münz10DMBek"
"3795";"Münz10DMBek 1987-10"
"3796";"Münz10DMBek 1988-08"
"3797";"Münz10DMBek 1988-10"
"3798";"Münz10DMBek 1989"
"3799";"Münz10DMBek 1989-08"
"3800";"Münz10DMBek 1989-10"
"3801";"Münz10DMBek 1990"
"3802";"Münz10DMBek 1991"
"3803";"Münz10DMBek 1991-11"
"3804";"Münz10DMBek 1992"
"3805";"Münz10DMBek 1992-11"
"3806";"Münz10DMBek 1993-05"
"3807";"Münz10DMBek 1993-09"
"3808";"Münz10DMBek 1994-02"
"3809";"Münz10DMBek 1994-10"
"3810";"Münz10DMBek 1995"
"3811";"Münz10DMBek 1995-07"
"3812";"Münz10DMBek 1995-10"
"3813";"Münz10DMBek 1996-05"
"3814";"Münz10DMBek 1997-02"
"3815";"Münz10DMBek 1997-07"
"3816";"Münz10DMBek 1997-10"
"3817";"Münz10DMBek 1998-01"
"3818";"Münz10DMBek 1998-04"
"3819";"Münz10DMBek 1998-05"
"3820";"Münz10DMBek 1998-08"
"3821";"Münz10DMBek 1999-05"
"3822";"Münz10DMBek 1999-05-17"
"3823";"Münz10DMBek 1999-07-14"
"3824";"Münz10DMBek 1999-11-23"
"3825";"Münz10DMBek 1999-11-24"
"3826";"Münz10DMBek 2000"
"3827";"Münz10DMBek 2000-08"
"3828";"Münz10DMBek 2000-11"
"3829";"Münz10DMBek 2001-04"
"3830";"Münz10DMBek 2001-07"
"3831";"Münz10EuroBek"
"3832";"Münz10EuroBek 2002"
"3833";"Münz10EuroBek 2002-03"
"3834";"Münz10EuroBek 2002-05"
"3835";"Münz10EuroBek 2002-10"
"3836";"Münz10EuroBek 2003"
"3837";"Münz10EuroBek 2003-03"
"3838";"Münz10EuroBek 2003-04"
"3839";"Münz10EuroBek 2003-04-28"
"3840";"Münz10EuroBek 2003-05-27"
"3841";"Münz10EuroBek 2003-09-08"
"3842";"Münz10EuroBek 2004"
"3843";"Münz10EuroBek 2004-03"
"3844";"Münz10EuroBek 2004-03-21"
"3845";"Münz10EuroBek 2004-03-24"
"3846";"Münz10EuroBek 2004-07-06"
"3847";"Münz10EuroBek 2004-08-27"
"3848";"Münz10EuroBek 2004-12-16"
"3849";"Münz10EuroBek 2005"
"3850";"Münz10EuroBek 2005-04"
"3851";"Münz10EuroBek 2005-05"
"3852";"Münz10EuroBek 2005-07"
"3853";"Münz10EuroBek 2005-09"
"3854";"Münz10EuroBek 2005-11"
"3855";"Münz10EuroBek 2006-01-09"
"3856";"Münz10EuroBek 2006-01-17"
"3857";"Münz10EuroBek 2006-07-12"
"3858";"Münz10EuroBek 2006-07-12/2"
"3859";"Münz10EuroBek 2006-11-17"
"3860";"Münz10EuroBek 2007-01-24"
"3861";"Münz10EuroBek 2007-05-05"
"3862";"Münz10EuroBek 2007-05-15"
"3863";"Münz10EuroBek 2007-10-11"
"3864";"Münz10EuroBek 2008-01-19"
"3865";"Münz10EuroBek 2008-03-17"
"3866";"Münz10EuroBek 2008-04-24"
"3867";"Münz10EuroBek 2008-05-28"
"3868";"Münz10EuroBek 2008-08-25"
"3869";"Münz10EuroBek 2009-03-04"
"3870";"Münz10EuroBek 2009-03-24"
"3871";"Münz10EuroBek 2009-05-07"
"3872";"Münz10EuroBek 2009-05-29"
"3873";"Münz10EuroBek 2009-07-27"
"3874";"Münz10EuroBek 2009-09-04"
"3875";"Münz10EuroBek 2010-04"
"3876";"Münz10EuroBek 2010-05-10"
"3877";"Münz10EuroBek 2010-05-20"
"3878";"Münz10EuroBek 2010-08"
"3879";"Münz10EuroBek 2010-09-24"
"3880";"Münz10EuroBek 2010-12-17"
"3881";"Münz10EuroBek 2011-01-20"
"3882";"Münz10EuroBek 2011-05-23"
"3883";"Münz10EuroBek 2011-05-23/2"
"3884";"Münz10EuroBek 2011-05-25"
"3885";"Münz10EuroBek 2011-06-23"
"3886";"Münz10EuroBek 2011-09-20"
"3887";"Münz10EuroBek 2011-12-13"
"3888";"Münz10EuroBek 2012-02-13"
"3889";"Münz10EuroBek 2012-03-08"
"3890";"Münz10EuroBek 2012-09-10"
"3891";"Münz10EuroBek 2012-11-19"
"3892";"Münz10EuroBek 2013-03-21"
"3893";"Münz10EuroBek 2013-04-25"
"3894";"Münz10EuroBek 2013-07-09"
"3895";"Münz10EuroBek 2014-02-28"
"3896";"Münz10EuroBek 2014-02-28/2"
"3897";"Münz10EuroBek 2014-02-28/3"
"3898";"Münz10EuroBek 2014-05-06"
"3899";"Münz10EuroBek 2014-07-08"
"3900";"Münz10EuroBek 2014-07-08/2"
"3901";"Münz10EuroBek 2015-06-23"
"3902";"Münz10EuroBek 2015-06-23/2"
"3903";"Münz10EuroBek 2015-06-23/3"
"3904";"Münz10EuroBek 2015-06-23/4"
"3905";"Münz10EuroBek 2015-06-23/5"
"3906";"Münz10EuroBek 2016-04-04"
"3907";"Münz10EuroBek 2019-08-07"
"3908";"Münz10EuroBek 2020-03-20"
"3909";"Münz10EuroBek 2021-04-23"
"3910";"Münz10EuroBek 2022-04-06"
"3911";"Münz1DMBek"
"3912";"Münz1PfBek 1948"
"3913";"Münz1PfBek BW"
"3914";"Münz20EuroBek 2010"
"3915";"Münz20EuroBek 2011"
"3916";"Münz20EuroBek 2012"
"3917";"Münz20EuroBek 2013"
"3918";"Münz20EuroBek 2015-06-23"
"3919";"Münz20EuroBek 2015-06-23/2"
"3920";"Münz20EuroBek 2016-04-04/1"
"3921";"Münz20EuroBek 2016-04-04/2"
"3922";"Münz20EuroBek 2016-07-11"
"3923";"Münz20EuroBek 2016-12-01"
"3924";"Münz20EuroBek 2016-12-01/2"
"3925";"Münz20EuroBek 2016-12-01/3"
"3926";"Münz20EuroBek 2017-01-13"
"3927";"Münz20EuroBek 2017-03-23"
"3928";"Münz20EuroBek 2017-04-19"
"3929";"Münz20EuroBek 2017-06-15"
"3930";"Münz20EuroBek 2017-10-23/1"
"3931";"Münz20EuroBek 2017-10-23/2"
"3932";"Münz20EuroBek 2018-07-23/1"
"3933";"Münz20EuroBek 2018-07-23/2"
"3934";"Münz20EuroBek 2018-07-23/3"
"3935";"Münz20EuroBek 2018-07-23/4"
"3936";"Münz20EuroBek 2018-10-02"
"3937";"Münz20EuroBek 2019-08-07"
"3938";"Münz20EuroBek 2019-08-07/1"
"3939";"Münz20EuroBek 2019-08-07/2"
"3940";"Münz20EuroBek 2019-08-07/3"
"3941";"Münz20EuroBek 2019-08-07/4"
"3942";"Münz20EuroBek 2019-08-07/5"
"3943";"Münz20EuroBek 2019-08-28"
"3944";"Münz20EuroBek 2020-01-22/1"
"3945";"Münz20EuroBek 2020-01-22/2"
"3946";"Münz20EuroBek 2020-08-20"
"3947";"Münz20EuroBek 2020-08-20/1"
"3948";"Münz20EuroBek 2020-08-20/2"
"3949";"Münz20EuroBek 2021-02-08/1"
"3950";"Münz20EuroBek 2021-02-08/2"
"3951";"Münz20EuroBek 2021-04-23"
"3952";"Münz20EuroBek 2021-04-23/1"
"3953";"Münz20EuroBek 2021-06-21/1"
"3954";"Münz20EuroBek 2021-06-21/2"
"3955";"Münz20EuroBek 2022-01-20/1"
"3956";"Münz20EuroBek 2022-01-20/2"
"3957";"Münz20EuroBek 2022-04-06/1"
"3958";"Münz20EuroBek 2022-04-06/2"
"3959";"Münz20EuroBek 2022-09-12"
"3960";"Münz20EuroBek 2023-03-30/1"
"3961";"Münz20EuroBek 2023-03-30/2"
"3962";"Münz25EuroBek 2016-04-04"
"3963";"Münz25EuroBek 2021-09-15"
"3964";"Münz25EuroBek 2022-11-17"
"3965";"Münz2DMBek 1970"
"3966";"Münz2DMBek 1973"
"3967";"Münz2DMBek 1979"
"3968";"Münz2DMBek 1988"
"3969";"Münz2DMBek 1990"
"3970";"Münz2DMBek 1994"
"3971";"Münz2EuroBek 2006"
"3972";"Münz2EuroBek 2006-11"
"3973";"Münz2EuroBek 2006-12"
"3974";"Münz2EuroBek 2007-12"
"3975";"Münz2EuroBek 2008-10"
"3976";"Münz2EuroBek 2008-11"
"3977";"Münz2EuroBek 2009-11"
"3978";"Münz2EuroBek 2010"
"3979";"Münz2EuroBek 2011"
"3980";"Münz2EuroBek 2012"
"3981";"Münz2EuroBek 2013"
"3982";"Münz2EuroBek 2013-01"
"3983";"Münz2EuroBek 2014-02-28"
"3984";"Münz2EuroBek 2015-06-23"
"3985";"Münz2EuroBek 2015-06-23/2"
"3986";"Münz2EuroBek 2016-04-04/1"
"3987";"Münz2EuroBek 2016-04-04/2"
"3988";"Münz2EuroBek 2017-01-13"
"3989";"Münz2EuroBek 2018-07-23/1"
"3990";"Münz2EuroBek 2018-07-23/2"
"3991";"Münz2EuroBek 2019-08-07"
"3992";"Münz2EuroBek 2019-10-08"
"3993";"Münz2EuroBek 2020-01-22"
"3994";"Münz2EuroBek 2021-02-08/1"
"3995";"Münz2EuroBek 2021-02-08/2"
"3996";"Münz2EuroBek 2022-01-20"
"3997";"Münz2EuroBek 2022-04-06"
"3998";"Münz2EuroBek 2023-03-30"
"3999";"Münz2PfBek 1950"
"4000";"Münz2PfBek 1968"
"4001";"Münz5/10PfBek"
"4002";"Münz50EuroBek 2017-05-15"
"4003";"Münz50EuroBek 2018-08-02"
"4004";"Münz50EuroBek 2019-08-28"
"4005";"Münz50EuroBek 2020-08-20"
"4006";"Münz50EuroBek 2021-06-21"
"4007";"Münz50EuroBek 2022-09-12"
"4008";"Münz50PfBek 1949"
"4009";"Münz50PfBek 1950"
"4010";"Münz50PfBek 1972"
"4011";"Münz5DMBek 1953"
"4012";"Münz5DMBek 1955-04"
"4013";"Münz5DMBek 1955-08"
"4014";"Münz5DMBek 1957"
"4015";"Münz5DMBek 1966"
"4016";"Münz5DMBek 1967-02"
"4017";"Münz5DMBek 1967-11"
"4018";"Münz5DMBek 1968-10-10"
"4019";"Münz5DMBek 1968-10-31"
"4020";"Münz5DMBek 1968-12-11"
"4021";"Münz5DMBek 1969"
"4022";"Münz5DMBek 1970"
"4023";"Münz5DMBek 1971-08"
"4024";"Münz5DMBek 1971-10"
"4025";"Münz5DMBek 1972"
"4026";"Münz5DMBek 1973-04"
"4027";"Münz5DMBek 1973-11"
"4028";"Münz5DMBek 1974-04"
"4029";"Münz5DMBek 1974-11"
"4030";"Münz5DMBek 1975-01-08"
"4031";"Münz5DMBek 1975-01-22"
"4032";"Münz5DMBek 1975-09"
"4033";"Münz5DMBek 1975-10"
"4034";"Münz5DMBek 1976-07"
"4035";"Münz5DMBek 1977-03"
"4036";"Münz5DMBek 1977-08"
"4037";"Münz5DMBek 1978-03"
"4038";"Münz5DMBek 1978-06"
"4039";"Münz5DMBek 1979-02"
"4040";"Münz5DMBek 1980"
"4041";"Münz5DMBek 1980-08"
"4042";"Münz5DMBek 1980-11"
"4043";"Münz5DMBek 1981-05"
"4044";"Münz5DMBek 1981-10"
"4045";"Münz5DMBek 1982-07"
"4046";"Münz5DMBek 1982-11"
"4047";"Münz5DMBek 1983-05"
"4048";"Münz5DMBek 1983-09"
"4049";"Münz5DMBek 1984-04"
"4050";"Münz5DMBek 1984-09"
"4051";"Münz5DMBek 1985"
"4052";"Münz5DMBek 1985-10"
"4053";"Münz5DMBek 1986"
"4054";"Münz5DMBek 1986-09"
"4055";"Münz5EuroBek 2016-04-04"
"4056";"Münz5EuroBek 2017-04-04"
"4057";"Münz5EuroBek 2018-07-23"
"4058";"Münz5EuroBek 2019-10-08"
"4059";"Münz5EuroBek 2020-08-20"
"4060";"Münz5EuroBek 2021-06-21"
"4061";"Münz5EuroBek 2022-11-17"
"4062";"MünzG"
"4063";"MünzUmschriftBek"
"4064";"MuKFrRGDBest 1"
"4065";"MuKStiftG"
"4066";"MulMstrV"
"4067";"MuSchEltZV"
"4068";"MuSchG"
"4069";"MuSchSoldV"
"4070";"MuSchÜbkG"
"4071";"MusikfachhAusbV"
"4072";"MusikfachhPrErprV"
"4073";"MV"
"4074";"MVITAufstV"
"4075";"MVSchPAnO"
"4076";"MVTAusbV"
"4077";"MVzAFWoG"
"4078";"MWDVDV"
"4079";"MWV"
"4080";"MZG"
"4081";"MZG 2005"
"4082";"NABEG"
"4083";"NachhG"
"4084";"NachwG"
"4085";"NachwV"
"4086";"NagProtUmsG/EUV511/2014DG"
"4087";"NamÄndG"
"4088";"NatKautschOrgVorRV"
"4089";"NatKautschOrgVorRV 1989"
"4090";"NATO/BRDVbg"
"4091";"NATOHQAbk"
"4092";"NATOHQProt"
"4093";"NATOLiegÜblÜbk"
"4094";"NATOPersRÜbk"
"4095";"NATOProtG"
"4096";"NATOStatÜbk"
"4097";"NATOTrStat"
"4098";"NATOTrStatÄndZAbkG"
"4099";"NATOTrStatVtrG"
"4100";"NATOTrStatZAbk"
"4101";"NATOTrStatZAbkÄndAbk"
"4102";"NATOTrStatZAbkÄndAbkD"
"4103";"NATOTrStatZAbkÄndAbkG"
"4104";"NATOTrStatZAbkArt45Abs5Abk"
